For 1979               02 40  2.87 -34 32  2.6 19.88  0.80   56.7  4.7  0.40 0.03  0.37 0.08 0.994 1
For 1980               02 40 10.90 -34 32  4.2 19.95  0.96   52.1  1.6  0.41 0.03  0.58 0.05 0.997 1
For 1981               02 40  5.24 -34 30 38.7 19.83  1.05   43.8  1.4  0.39 0.03  1.02 0.03 0.834 1
For 1982               02 40  3.01 -34 30 16.9 19.82  0.94   56.1  1.9  0.35 0.03  0.59 0.07 0.998 1
For 1983               02 39 59.71 -34 28  8.1 19.73  1.10   61.1  1.1  0.52 0.02  0.65 0.05 1.000 1
For 1984               02 39 59.55 -34 26 21.7 19.91  1.15   52.1  1.3  0.49 0.02  0.78 0.05 1.000 1
For 1985               02 39 50.74 -34 25 40.7 19.98  0.83   53.0  2.6  0.28 0.05  0.67 0.07 1.000 1
For 1986               02 39 49.52 -34 25 28.5 19.72  1.15   83.4  3.2  0.28 0.03  0.42 0.06 0.969 1
For 1987               02 39 46.79 -34 34 46.9 19.84  0.87   32.1  3.2  0.42 0.03  0.27 0.08 0.822 1
For 1988               02 39 47.88 -34 32 55.8 19.98  0.96   20.2  3.0  0.37 0.04  0.13 0.12 0.177 1
For 1989               02 39 54.83 -34 32 35.4 19.83  1.08   60.8  1.4  0.48 0.02  0.44 0.06 0.996 1
For 1990               02 39 53.67 -34 30 55.5 19.72  1.12   58.8  1.1  0.51 0.03  0.76 0.05 0.997 1
For 1991               02 39 56.71 -34 30 34.5 19.90  0.95   60.5  2.5  0.45 0.03  0.60 0.06 0.998 1
For 1992               02 39 47.06 -34 28 38.6 19.91  1.11   62.8  1.8  0.43 0.03  0.63 0.06 0.998 1
For 1993               02 39 51.47 -34 28 15.9 19.73  0.88   50.7  2.3  0.36 0.03  0.54 0.05 1.000 1
For 1994               02 40  5.81 -34 22 16.4 19.65  1.05   46.0  1.4  0.48 0.03  0.76 0.05 0.996 1
For 1995               02 40  1.27 -34 22 16.6 19.86  1.12   49.8  3.7  0.58 0.04  0.30 0.12 0.992 1
For 1996               02 40  8.36 -34 23 45.9 20.19  1.37   36.7  1.5  0.35 0.04  0.78 0.05 0.988 1
For 1997               02 40  7.81 -34 24 11.1 19.86  1.05   64.5  2.2  0.42 0.04  0.59 0.07 0.998 1
For 1998               02 40  7.76 -34 24 40.0 19.71  0.90   44.3  3.0  0.36 0.04  0.18 0.11 0.960 1
For 1999               02 40 23.18 -34 19  9.6 19.89  1.13   59.6  1.7  0.52 0.04  0.83 0.07 0.988 1
For 2000               02 40 11.17 -34 22 43.2 19.80  1.06   63.2  3.1  0.27 0.05  0.46 0.11 0.996 1
For 2001               02 40 14.38 -34 22 56.3 19.83  1.16   47.2  1.9  0.60 0.04  0.55 0.12 0.997 1
For 2002               02 40 16.94 -34 23  4.9 19.66  1.00   51.2  1.6  0.49 0.03  0.55 0.08 0.998 1
For 2003               02 40 10.63 -34 23 27.7 20.07  1.01   46.4  5.0  0.28 0.06  0.60 0.10 0.997 1
For 2004               02 40 32.66 -34 26 23.5 19.95  0.90   50.9  4.8  0.00 0.00  0.00 0.00 0.990 0
For 2005               02 40 32.81 -34 25  2.1 19.79  0.99   67.1  2.9  0.00 0.00  0.00 0.00 0.986 0
For 2006               02 40 10.24 -34 24 34.1 19.77  1.23   57.2  1.6  0.00 0.00  0.35 0.05 0.992 1
For 2007               02 40 15.00 -34 24 14.6 19.68  1.27   69.4  1.3  0.00 0.00  0.60 0.04 0.997 1
For 2008               02 40 25.97 -34 23 48.8 19.89  0.99   54.0  4.6  0.00 0.00  0.18 0.09 0.914 1
For 2009               02 40 21.57 -34 23  1.1 19.88  1.24   50.7  0.9  0.00 0.00  0.52 0.05 0.996 1
For 2010               02 40 30.49 -34 22 16.8 19.72  0.99   61.5  1.0  0.50 0.07  0.54 0.05 0.995 1
For 2011               02 40  9.90 -34 30 19.9 19.77  1.09   37.7  1.4  0.00 0.00  0.58 0.05 0.995 1
For 2012               02 40  6.04 -34 29 44.1 19.73  1.10   78.8  1.8  0.37 0.06  0.36 0.05 0.966 1
For 2013               02 40 26.27 -34 26 51.3 20.03  1.06   56.6  3.2  0.48 0.04  0.63 0.05 0.996 1
For 2014               02 40 13.98 -34 26  1.7 19.86  1.21   55.0  1.1  0.46 0.03  0.55 0.05 0.998 1
For 2015               02 40  9.36 -34 25 36.8 19.86  1.22   50.6  2.7  0.50 0.05  0.42 0.07 1.000 1
For 2016               02 40  8.04 -34 25  3.2 19.69  1.22   52.3  0.5  0.55 0.03  0.66 0.03 1.000 1
For 2017               02 39 21.29 -34 30 21.5 19.20  1.18   70.4 10.1  0.18 0.20  0.49 0.23 0.986 1
For 2018               02 39  8.37 -34 22 22.9 18.91  1.27   57.1  5.6  0.00 0.00  0.67 0.34 0.991 1
For 2019               02 39 18.11 -34 24 32.5 19.62  1.24  -28.2  8.4  0.00 0.00  0.45 0.93 0.000 1
For 2020               02 39 18.38 -34 17 18.4 19.37  1.10   37.9  6.8  0.00 0.00  0.41 0.66 0.973 1
For 2021               02 39 19.05 -34 18 26.7 19.48  1.04 -121.2  9.8  0.00 0.00  0.76 0.29 0.000 1
For 2022               02 39 31.86 -34 29 20.1 18.43  1.49   50.5  2.7  0.50 0.07  0.78 0.13 0.994 1
For 2023               02 39 30.29 -34 25 16.0 18.57  1.24   35.6  3.9  0.37 0.09  0.46 0.15 0.976 1
For 2024               02 39 37.96 -34 21 13.8 19.40  1.19   41.6  7.0  0.58 0.30  0.28 0.65 0.985 1
For 2025               02 39 43.08 -34 20 55.4 19.67  1.09 -103.8  8.1  0.00 0.00  0.00 0.00 0.000 0
For 2026               02 39 51.19 -34 29 58.8 18.34  1.60   52.8  1.1  0.43 0.07  0.68 0.11 0.998 1
For 2027               02 39 41.60 -34 34 21.1 18.46  1.57   68.8  1.4  0.29 0.08  0.83 0.11 0.988 1
For 2028               02 39 33.07 -34 30 31.8 19.33  1.26   47.5  4.8  0.31 0.15  0.40 0.23 0.991 1
For 2029               02 39 36.91 -34 27 42.6 19.57  1.20   36.8  9.0  0.10 0.64  0.33 0.29 0.988 1
For 2030               02 39 33.25 -34 26 13.6 19.49  1.18   48.9  6.3  0.58 0.10  0.29 0.30 0.990 1
For 2031               02 39 54.59 -34 16 50.9 19.62  1.20 -129.4  9.4  0.00 0.00  0.00 0.00 0.000 0
For 2032               02 39 51.69 -34 17 30.6 19.46  1.10 -142.6  8.6  0.52 0.14  0.41 0.31 0.000 1
For 2033               02 40  0.51 -34 19 25.7 19.35  1.22  -21.5  8.7  0.00 0.00  0.00 0.00 0.000 0
For 2034               02 39 58.01 -34 23 21.1 18.28  1.39   55.9  2.1  0.42 0.06  0.67 0.12 0.998 1
For 2035               02 40  1.95 -34 23 31.8 19.37  1.19  118.0  9.9  0.00 0.00  0.69 0.33 0.170 1
For 2036               02 40  8.29 -34 32 15.6 19.55  1.14   44.1  1.2  0.38 0.05  0.55 0.11 0.996 1
For 2037               02 40  7.16 -34 27  6.2 19.54  1.23   41.4  2.5  0.40 0.10  0.77 0.14 1.000 1
For 2038               02 40  2.83 -34 29 56.4 19.43  1.24   47.5 10.2  0.01 0.17  0.31 0.24 0.994 1
For 2039               02 39 50.24 -34 26 24.6 18.80  1.30   50.5  3.0  0.20 0.09  0.63 0.13 1.000 1
For 2040               02 40 19.28 -34 24  2.5 18.68  1.38   47.1  7.2  0.21 0.10  0.47 0.17 0.996 1
For 2041               02 40 20.83 -34 24 34.4 19.46  1.13   55.1  9.1  0.34 0.14  0.49 0.23 0.994 1
For 2042               02 40 25.58 -34 30 26.1 19.61  1.00   61.5  3.5  0.30 0.12  0.54 0.17 0.994 1
For 2043               02 40 21.73 -34 27 36.8 19.28  1.32   56.9  5.9  0.39 0.08  0.35 0.16 0.992 1
For 2044               02 40 17.91 -34 27  1.0 18.42  1.63   70.7  1.6  0.48 0.04  0.67 0.10 0.996 1
For 2045               02 40 28.99 -34 27  8.1 19.40  0.99   49.9  2.4  0.32 0.09  0.34 0.15 0.990 1
For 2046               02 40 28.65 -34 26  6.9 19.27  0.95   52.6  6.1  0.37 0.08  0.55 0.15 0.995 1
For 2047               02 40 22.85 -34 25 56.2 19.33  1.26   62.4  8.8  0.25 0.11  0.48 0.15 0.994 1
For 2048               02 40 10.59 -34 28 17.3 19.63  0.95   62.8  8.8  0.40 0.11  0.23 0.29 0.995 1
For 2049               02 40 17.70 -34 28 13.8 19.87  1.07   49.3  4.2  0.42 0.06  0.46 0.14 0.996 1
For 2050               02 40 16.02 -34 27  4.2 18.60  1.44   53.9  1.1  0.37 0.05  0.48 0.11 0.998 1
For 2051               02 40 10.17 -34 26 44.0 19.22  0.97   34.0  7.0  0.30 0.07  0.45 0.15 0.989 1
For 2052               02 38 19.78 -34 37  2.6 19.79  1.00   45.2  2.1  0.60 0.12  0.73 0.22 0.977 1
For 2053               02 38 22.24 -34 38 48.7 19.92  0.93   63.6  4.7  0.18 0.20  1.01 0.14 0.948 1
For 2054               02 38 31.47 -34 39 20.9 20.10  1.18   46.6  3.8  0.36 0.17  0.90 0.20 0.987 1
For 2055               02 38 30.08 -34 39 29.2 19.88  1.10   61.9  1.5  0.58 0.13  0.84 0.17 0.990 1
For 2056               02 38 30.87 -34 32 17.0 19.91  1.00   52.8  3.2  0.00 0.00  0.75 0.41 0.990 1
For 2057               02 38 32.03 -34 32 32.0 19.70  1.04   50.2  5.6  0.00 0.00  0.84 0.24 0.990 1
For 2058               02 38 37.36 -34 36 11.5 19.89  1.15   57.5  3.5  0.16 0.23  0.63 0.22 0.992 1
For 2059               02 38 43.66 -34 36 10.6 19.69  1.11   87.1  2.1  0.47 0.15  0.52 0.20 0.853 1
For 2060               02 38 42.95 -34 37 15.1 19.76  1.04   86.4  3.8  0.45 0.91  0.54 0.27 0.884 1
For 2061               02 38 48.39 -34 37 58.2 19.82  0.82   56.6  4.4  0.00 0.00  0.35 0.27 0.988 1
For 2062               02 38 44.88 -34 47  9.7 19.94  1.11   62.4  3.5  0.42 0.09 -0.01 0.33 0.979 1
For 2063               02 38 45.75 -34 45 52.7 19.72  0.94   52.5  3.4  0.44 0.09  0.39 0.23 0.989 1
For 2064               02 38 45.64 -34 43 20.3 19.86  0.95   47.5  3.9  0.47 0.09  0.40 0.23 0.987 1
For 2065               02 38 46.46 -34 41 41.3 19.69  0.99   61.4  5.3  0.43 0.09  0.36 0.21 0.987 1
For 2066               02 38 44.56 -34 39 20.8 19.70  1.09   53.6  3.4  0.41 0.08  0.34 0.21 0.987 1
For 2067               02 38 40.79 -34 39  9.9 19.82  1.00   58.6  5.9  0.32 0.12  0.41 0.22 0.989 1
For 2068               02 38 26.67 -34 44 38.5 19.84  1.00   65.7  2.6  0.44 0.10  0.59 0.21 0.980 1
For 2069               02 38 36.09 -34 42 10.5 19.86  0.73   59.0  2.8  0.40 0.12  0.30 0.29 0.987 1
For 2070               02 38 26.49 -34 41 39.1 19.88  0.96  171.0  5.6  0.31 0.38  0.66 0.41 0.000 1
For 2071               02 38 20.18 -34 41 19.7 19.85  1.24   65.0  2.6  0.40 0.12  0.32 0.27 0.971 1
For 2072               02 38 39.86 -34 40 12.7 19.62  1.12   38.7  4.6  0.42 0.08  0.32 0.20 0.964 1
For 2073               02 38 41.29 -34 30 41.9 19.66  0.98   50.6  3.2  0.00 0.00  0.50 0.33 0.989 1
For 2074               02 38 45.67 -34 31  1.5 19.70  1.02   54.4  5.8  0.00 0.00  0.00 0.00 0.989 0
For 2075               02 38 38.83 -34 31 25.0 19.67  1.10   49.3  3.5  0.00 0.00  0.57 0.27 0.990 1
For 2076               02 38 42.18 -34 32 11.4 19.72  1.25   49.8  4.7  0.34 0.11 -0.06 0.35 0.978 1
For 2077               02 38 42.00 -34 33 19.5 19.96  0.90   64.0  4.4  0.37 0.18  0.58 0.30 0.989 1
For 2078               02 38 55.20 -34 32 37.7 19.68  0.94   46.5  4.3  0.52 0.09  0.41 0.28 0.986 1
For 2079               02 38 54.43 -34 35 31.4 19.67  1.21   46.3  1.3  0.46 0.08  0.55 0.19 0.989 1
For 2080               02 38 51.52 -34 35 36.9 19.90  1.24   47.0  4.4  0.37 0.11  0.41 0.26 0.986 1
For 2081               02 38 55.12 -34 38 17.3 19.81  0.94   82.9  4.5  0.34 0.12  0.63 0.18 0.947 1
For 2082               02 38 52.50 -34 41  2.5 19.71  1.01   53.4  5.5  0.00 0.00  0.74 0.15 0.992 1
For 2083               02 39  0.29 -34 40  3.4 19.69  1.07   44.9  1.6  0.00 0.00  0.65 0.12 0.990 1
For 2084               02 39 14.72 -34 31  2.0 19.74  1.17   52.3  2.8  0.43 0.10  0.54 0.25 0.992 1
For 2085               02 39 13.36 -34 32  4.8 19.80  1.04   65.5  5.6  0.39 0.11  0.55 0.28 0.990 1
For 2086               02 39 17.72 -34 33 41.6 19.92  1.09   52.8  2.6  0.46 0.08  0.58 0.20 0.993 1
For 2087               02 39  4.47 -34 36  2.2 19.81  1.11   54.0  4.1  0.44 0.08  0.52 0.26 0.992 1
For 2088               02 39  8.20 -34 36 26.4 19.77  1.04   45.0  3.4  0.30 0.14  0.71 0.26 0.989 1
For 2089               02 39 25.02 -34 30 16.2 19.70  0.94   32.1  5.3  0.37 0.10  0.85 0.17 0.953 1
For 2090               02 39 19.20 -34 35 13.2 19.93  1.17   57.9  1.7  0.00 0.00  0.62 0.23 0.993 1
For 2091               02 39 16.07 -34 35 23.3 19.89  0.88   62.4  2.5  0.00 0.00  0.36 0.24 0.989 1
For 2092               02 39 24.40 -34 36 46.1 19.97  1.14   55.9  4.3  0.00 0.00 -0.08 0.42 0.986 1
For 2093               02 39 21.19 -34 47 11.1 19.83  0.93   64.3  2.7  0.32 0.14  0.79 0.25 0.990 1
For 2094               02 39 21.76 -34 46 23.5 19.80  1.08   54.3  1.5  0.53 0.09  0.69 0.23 0.992 1
For 2095               02 39 23.08 -34 46 11.3 19.77  1.12   64.3  2.2  0.56 0.09  0.49 0.28 0.989 1
For 2096               02 39 18.93 -34 42 57.0 19.79  1.03   78.2  3.1  0.35 0.11  0.79 0.17 0.965 1
For 2097               02 39 20.65 -34 42 29.6 19.78  0.87   55.0  2.2  0.51 0.09  0.69 0.21 0.992 1
For 2098               02 39 13.77 -34 38  3.0 19.94  1.12   48.1  2.5  0.47 0.08  0.65 0.18 0.992 1
For 2099               02 39 15.87 -34 47 32.5 19.89  1.17  -43.2  4.7  0.35 0.11  0.65 0.25 0.000 1
For 2100               02 39 15.86 -34 46 11.2 19.87  1.14   56.7  1.1  0.43 0.08  0.85 0.16 0.991 1
For 2101               02 39 10.35 -34 43 14.9 19.90  1.08   69.0  2.7  0.49 0.08  0.49 0.23 0.985 1
For 2102               02 39  9.25 -34 42 59.0 19.84  1.09   56.4  5.0  0.35 0.12  0.58 0.27 0.991 1
For 2103               02 39 11.51 -34 40 21.0 19.54  0.78   46.3  1.2  0.52 0.06  0.43 0.21 0.987 1
For 2104               02 39 10.19 -34 37 59.8 19.87  1.11   69.8  2.7  0.35 0.09  0.69 0.19 0.989 1
For 2105               02 39 10.90 -34 37 19.2 20.00  1.06   60.3  3.9  0.50 0.09  0.48 0.23 0.991 1
For 2106               02 39 32.02 -34 30 22.1 19.90  1.03   85.6  5.2  0.50 0.13  0.35 0.33 0.929 1
For 2107               02 39 31.87 -34 32  1.3 19.98  1.09   62.9  1.3  0.63 0.11  0.32 0.09 0.982 1
For 2108               02 39 32.27 -34 34 50.8 19.80  1.07   48.0  1.4  0.62 0.09  0.64 0.20 0.992 1
For 2109               02 39 30.43 -34 37  4.0 19.70  1.14   50.4  2.2  0.41 0.10  0.44 0.21 0.991 1
For 2110               02 39 41.72 -34 34  6.8 19.77  1.09   55.9  1.8  0.51 0.12  0.88 0.17 0.993 1
For 2111               02 39 37.10 -34 38  2.1 19.74  0.84   54.6  2.2  0.42 0.15  0.80 0.26 0.993 1
For 2112               02 39 48.99 -34 40 41.8 19.92  1.17   46.1  5.4  0.57 0.36  0.36 0.17 0.984 1
For 2113               02 39 36.16 -34 39 31.1 20.02  1.02   54.6  3.0  0.63 0.15  0.23 0.23 0.986 1
For 2114               02 39 25.64 -34 43 15.6 19.90  1.22   60.1  2.1  0.57 0.16  0.51 0.19 0.991 1
For 2115               02 39 23.16 -34 41 38.1 20.11  1.20   70.6  3.3  0.00 0.00  0.50 0.20 0.986 1
For 2116               02 39 29.52 -34 40 37.4 19.95  1.03   43.5  3.5  0.36 0.17  0.47 0.20 0.987 1
For 2117               02 39 19.20 -34 37 55.9 19.80  1.21   61.8  1.2  0.50 0.09  0.60 0.14 0.994 1
For 2118               02 38 50.90 -34 45 35.4 18.47  1.41   67.1  2.2  0.32 0.12  0.57 0.16 0.990 1
For 2119               02 38 16.86 -34 39 40.0 18.61  1.38   60.6  3.3  0.26 0.18  0.76 0.17 0.984 1
For 2120               02 38 49.10 -34 39  0.3 18.59  1.48   44.6  4.9  0.55 0.13  0.72 0.21 0.988 1
For 2121               02 38 35.53 -34 44  2.6 18.47  1.51   62.2  2.6  0.43 0.20  0.81 0.17 0.991 1
For 2122               02 38 35.01 -34 42 40.6 18.42  1.49   57.4  6.5  0.60 0.13  0.35 0.36 0.988 1
For 2123               02 39  4.00 -34 37 26.5 18.35  1.57   48.1  1.4  0.45 0.10  0.68 0.17 0.991 1
For 2124               02 39 11.43 -34 42 42.5 18.66  1.42   31.3  2.5  0.40 0.12  0.89 0.15 0.909 1
For 2125               02 38 28.53 -34 43  7.3 19.53  1.23  416.8 10.8  0.53 0.12  0.14 0.44 0.000 1
For 2126               02 38 56.25 -34 37 40.9 19.30  1.15 -267.1  8.0  0.31 0.22  0.61 0.27 0.000 1
For 2127               02 38 51.84 -34 39 31.4 19.59  1.17   55.4  7.2  0.53 0.12  0.30 0.32 0.987 1
For 2128               02 39  4.50 -34 41 58.2 18.52  1.46 -253.9  5.1  0.47 0.18  0.69 0.36 0.000 1
For 2129               02 39  5.23 -34 39 59.4 19.43  1.01 -182.3  8.1  0.00 0.00  0.00 0.00 0.000 0
For 2130               02 39 11.20 -34 36 47.6 19.58  1.17   46.9  7.4  0.41 0.18  0.46 0.37 0.987 1
For 2131               02 39  0.90 -34 31 10.2 19.30  1.16   56.8  3.3  0.00 0.00  0.00 0.00 0.990 0
For 2132               02 39 17.28 -34 30 21.2 19.53  1.14  178.0  9.2  0.00 0.00  0.16 3.98 0.000 1
For 2133               02 39 14.37 -34 30 43.8 19.62  1.08  -58.9  9.1  0.27 0.37  0.56 0.55 0.000 1
For 2134               02 39 23.48 -34 47 27.5 19.53  1.20  133.3  4.6  0.00 0.00  0.75 0.34 0.000 1
For 2135               02 39 20.42 -34 36 42.2 18.59  1.53   59.2  2.9  0.35 0.15  0.66 0.20 0.993 1
For 2136               02 39 13.81 -34 46 10.4 19.38  0.99   26.6  3.4  0.00 0.00  0.00 0.00 0.835 0
For 2137               02 39 13.23 -34 44 16.7 19.20  1.16   48.0  3.7  0.00 0.00  0.52 0.45 0.987 1
For 2138               02 39 13.78 -34 41 41.5 19.39  0.97 -194.5  8.9  0.40 0.16  0.34 0.38 0.000 1
For 2139               02 39 33.12 -34 33 59.9 19.48  1.22   58.2 11.6  0.00 0.00  0.85 0.27 0.989 1
For 2140               02 39 17.32 -34 34 32.5 19.19  1.26   60.3  4.0  0.46 0.18  0.81 0.21 0.992 1
For 2141               02 39 30.61 -34 35 14.7 18.60  1.57   39.0  5.8  0.46 0.20  0.13 0.54 0.973 1
For 2142               02 39 30.82 -34 35 45.2 18.55  1.54   54.4  5.2  0.38 0.19  0.53 0.33 0.991 1
For 2143               02 39 32.88 -34 36  9.1 18.88  1.43   52.1  2.5  0.37 0.14  0.62 0.20 0.993 1
For 2144               02 39 40.70 -34 40  2.7 19.71  1.20   55.0  4.8  0.31 0.24  0.37 0.39 0.990 1
For 2145               02 39 30.07 -34 39 13.8 18.66  1.47   51.3  8.2  0.33 0.12  0.75 0.15 0.992 1
For 2146               02 39 20.80 -34 31 29.2 19.76  1.06   64.9  0.8  0.00 0.00  0.58 0.09 0.994 1
For 2147               02 39 11.98 -34 18 56.1 19.75  1.21   40.8  2.1  0.00 0.00  0.48 0.11 0.984 1
For 2148               02 39  7.68 -34 19  7.7 19.80  0.85   39.5  2.3  0.00 0.00  0.42 0.12 0.975 1
For 2149               02 39  7.76 -34 21 34.7 20.00  1.02   41.2  4.0  0.00 0.00  0.34 0.21 0.978 1
For 2150               02 39 13.55 -34 23  1.3 19.96  1.00   66.4  1.1  0.00 0.00  0.63 0.08 0.993 1
For 2151               02 39 18.07 -34 19 29.3 19.87  1.18   59.8  4.5  0.00 0.00  0.36 0.14 0.987 1
For 2152               02 39 20.66 -34 20 42.0 19.98  1.19   69.7  4.1  0.00 0.00  0.34 0.16 0.979 1
For 2153               02 39 14.94 -34 22 10.5 19.75  1.22   43.5  1.3  0.00 0.00  0.58 0.09 0.991 1
For 2154               02 39 21.39 -34 23 18.3 19.79  1.21   44.4  1.2  0.00 0.00  0.51 0.11 0.990 1
For 2155               02 39 40.42 -34 23 52.9 19.64  0.95   45.9  2.3  0.00 0.00  0.45 0.15 0.993 1
For 2156               02 39 24.28 -34 31 28.5 19.72  0.93   48.3  1.2  0.00 0.00  0.38 0.10 0.986 1
For 2157               02 39 20.85 -34 29 18.2 19.99  0.97  158.2  2.0  0.00 0.00  0.00 0.00 0.000 0
For 2158               02 39 19.90 -34 27 39.9 19.88  1.17   54.1  2.1  0.00 0.00  0.33 0.15 0.987 1
For 2159               02 39 28.05 -34 26 41.8 19.97  1.09   49.7  2.7  0.00 0.00  0.45 0.14 0.993 1
For 2160               02 39 22.61 -34 26 10.8 19.93  0.79   61.1  1.1  0.00 0.00  0.47 0.09 0.992 1
For 2161               02 39  7.66 -34 30 22.4 19.68  1.12   54.9  1.4  0.00 0.00  0.44 0.08 0.991 1
For 2162               02 39 10.12 -34 30  7.0 19.86  0.97   66.3  1.1  0.00 0.00  0.53 0.08 0.992 1
For 2163               02 39  8.04 -34 27 25.1 20.04  1.29   53.1  1.0  0.00 0.00  0.52 0.08 0.994 1
For 2164               02 39  0.29 -34 27  8.4 19.71  1.04   64.5  1.3  0.00 0.00  0.66 0.08 0.994 1
For 2165               02 39 14.92 -34 25 32.0 19.87  1.20   59.1  0.8  0.00 0.00  0.59 0.08 0.995 1
For 2166               02 39 18.70 -34 25  1.1 19.84  1.03   70.3  1.4  0.00 0.00  0.56 0.09 0.990 1
For 2167               02 39 36.54 -34 15 23.3 19.96  1.04   60.7  2.0  0.00 0.00  0.60 0.20 0.993 1
For 2168               02 39 37.68 -34 20 13.6 19.81  1.10   21.2  1.4  0.00 0.00  0.39 0.11 0.567 1
For 2169               02 39 23.92 -34 21  7.4 19.67  1.10   57.4  2.9  0.00 0.00  0.32 0.15 0.986 1
For 2170               02 39 42.61 -34 22 44.0 19.62  1.18   87.3  1.4  0.00 0.00  0.23 0.14 0.724 1
For 2171               02 39 48.83 -34 24 11.8 19.74  1.15   49.3  0.6  0.00 0.00  0.59 0.10 0.998 1
For 2172               02 39 36.38 -34 30 56.7 19.70  0.98   58.2  1.9  0.00 0.00  0.38 0.09 0.992 1
For 2173               02 39 45.02 -34 29 45.1 19.88  1.01   68.1  1.9  0.00 0.00 -0.11 0.14 0.687 1
For 2174               02 39 43.12 -34 28 36.9 19.80  0.86   64.4  6.0  0.00 0.00  0.00 0.00 0.996 0
For 2175               02 39 47.84 -34 27 26.8 19.74  1.07   31.3  1.7  0.00 0.00  0.26 0.10 0.906 1
For 2176               02 39 43.01 -34 26 46.0 19.71  1.10   35.9  5.9  0.00 0.00  0.11 0.16 0.942 1
For 2177               02 39 41.06 -34 26 13.3 19.95  1.06   62.4  3.9  0.00 0.00  0.00 0.00 0.996 0
For 2178               02 39 26.70 -34 31 27.5 19.86  1.07   47.4  3.6  0.00 0.00  0.37 0.13 0.986 1
For 2179               02 39 27.62 -34 30 49.1 20.00  1.07   42.4  1.9  0.00 0.00  0.21 0.10 0.913 1
For 2180               02 39 35.41 -34 27 59.9 19.96  1.21   46.0  1.3  0.00 0.00  0.53 0.09 0.995 1
For 2181               02 39 35.61 -34 24 42.6 19.70  1.23   63.1  0.9  0.00 0.00  0.67 0.08 0.996 1
For 2182               02 39 49.42 -34 16 21.1 19.68  1.01   65.3  0.9  0.00 0.00  0.73 0.08 0.992 1
For 2183               02 39 48.35 -34 17 56.6 19.84  0.99   27.9  2.6  0.00 0.00  0.41 0.12 0.872 1
For 2184               02 39 46.84 -34 20  9.4 19.74  1.28   50.1  1.6  0.00 0.00  0.66 0.10 0.996 1
For 2185               02 39 47.20 -34 22  6.9 19.59  1.11   43.5  1.4  0.00 0.00  0.60 0.13 0.996 1
For 2186               02 40  1.99 -34 16 52.5 19.70  1.08   48.2  0.9  0.00 0.00  0.66 0.10 0.994 1
For 2187               02 39 52.86 -34 20 31.1 19.74  0.91   37.6  2.6  0.00 0.00  0.58 0.11 0.988 1
For 2188               02 39 52.02 -34 22 39.4 19.82  1.00   69.2  0.6  0.00 0.00  0.47 0.09 0.996 1
For 2189               02 39 51.99 -34 23 21.3 19.92  1.00   55.2  1.8  0.00 0.00  0.43 0.13 0.997 1
For 2190               02 39 52.55 -34 23 52.6 19.70  1.26   52.7  4.5  0.00 0.00  0.31 0.18 0.995 1
For 2191               02 40  4.46 -34 23 46.4 20.09  1.14   41.2  1.1  0.00 0.00  0.48 0.12 0.995 1
For 2192               02 40 10.97 -34 32 50.7 19.82  1.01   47.8  1.7  0.00 0.00  0.45 0.14 0.994 1
For 2193               02 40  8.91 -34 29 59.5 19.95  0.83   58.6  1.3  0.00 0.00  0.49 0.12 0.998 1
For 2194               02 40  3.12 -34 29 15.7 19.87  1.12   61.1  0.9  0.00 0.00  0.62 0.08 1.000 1
For 2195               02 40 15.52 -34 28 48.2 19.84  1.05   53.8  0.9  0.00 0.00  0.67 0.07 0.998 1
For 2196               02 40 11.12 -34 28 38.1 19.79  1.04   73.4  0.8  0.00 0.00  0.44 0.10 0.993 1
For 2197               02 40 11.97 -34 26 11.2 19.74  1.15   36.9  1.0  0.00 0.00  0.36 0.12 0.984 1
For 2198               02 40  9.62 -34 26 10.3 19.86  1.26   46.4  0.4  0.00 0.00  0.58 0.06 1.000 1
For 2199               02 40 10.01 -34 33 13.8 19.93  1.12   65.5  0.9  0.00 0.00  0.47 0.09 0.994 1
For 2200               02 39 51.51 -34 32 32.3 19.93  1.06   71.3  1.5  0.00 0.00  0.34 0.09 0.985 1
For 2201               02 39 49.70 -34 31 46.8 19.86  0.98   29.0  1.8  0.00 0.00  0.10 0.12 0.598 1
For 2202               02 39 55.21 -34 29 43.9 19.79  0.82   56.1  2.6  0.00 0.00  0.16 0.09 1.000 1
For 2203               02 39 58.74 -34 26 54.7 19.93  1.00   58.2  0.9  0.00 0.00  0.54 0.08 1.000 1
For 2204               02 39 59.31 -34 25 46.0 19.95  1.07   59.8  0.5  0.00 0.00  0.62 0.07 1.000 1
For 2205               02 39 54.33 -34 25 46.2 19.94  1.09   59.0  1.0  0.00 0.00  0.56 0.08 1.000 1
For 2206               02 39 51.09 -34 25 17.2 19.73  1.12   48.7  0.4  0.00 0.00  0.72 0.05 1.000 1
For 2207               02 40  6.72 -34 17 34.9 19.99  1.15   44.1  2.9  0.00 0.00  0.70 0.15 0.992 1
For 2208               02 40  6.69 -34 19 22.3 19.98  0.83   54.1  4.3  0.00 0.00  0.25 0.23 0.990 1
For 2209               02 40  5.56 -34 20 48.7 19.80  1.06   73.1  2.2  0.00 0.00  0.59 0.18 0.994 1
For 2210               02 40  6.96 -34 22 41.0 19.63  1.14   57.0  1.7  0.00 0.00  0.48 0.14 0.997 1
For 2211               02 40 10.65 -34 20  3.2 19.65  1.12   51.6  2.4  0.00 0.00  0.31 0.14 0.990 1
